Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
desiree-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/120213CB-3E7C-4A3C-B340-A062B87FC426.jpg?v=1649271785,2,Desiree Zip pouch ,,,,,,,,,,,,,,,,,,,,,,,
desiree-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20211124_110857.jpg?v=1649271802,3,Interior of Desiree Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
cherish-makeup-kit,Cherish  Makeup Kit,"<p>One of our best-selling styles, this is the perfect makeup kit. Showcased here in an elegant light pink with a slight floral fabric design. Interior white premium vinyl liner that wipes clean.<br></p>
<h4></h4>
<p><strong>Details:</strong></p>
<ul>
<li>100% upcycled materials</li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Dimensions: 11.5"" x <span data-mce-fragment=""1"">3.5"" x 6.5""</span></span></li>
<li>Liner: White premium vinyl</li>
<li>Wipe-clean interior</li>
<li>Gold-tone Hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each Unshattered bag is created by a woman winning her battle against addiction. <br></em><em>100% of your purchase provides employment and job skills training for women in recovery!</em><br><em> #carrypossibilities</em></p>",Unshattered,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Makeup Kit,"Color_Pink, Color_White, jenn, lois, Makeup, patterened, patterned, Price_$0 - $100, Size_Small, small, spring, spring2022, Style_Makeup Kit, Sustainable Material_Leather Free, Sustainable Material_Vinyl, travel, zip",true,Title,Default Title,,,,,mkpypk001,453.59237,shopify,deny,manual,38.00,,true,true,'86316605,https://cdn.shopify.com/s/files/1/2608/1584/products/Cherish2ndMakeupshot.jpg?v=1653054130,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
cherish-makeup-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/CherishMakeupKit.jpg?v=1653054130,2,,,,,,,,,,,,,,,,,,,,,,,,
cherish-makeup-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/6A492E4F-3B3A-4E4D-89CE-6A28D943AA97_1.jpg?v=1652298452,3,,,,,,,,,,,,,,,,,,,,,,,,
patricia-zippered-pouch,DO NOT LIST  - PATRICIA ZIP POUCH,"<p>This zip pouch is handcrafted from upcycled red plaid fabric. Small enough to fit easily into any bag yet spacious enough to keep all your small accessories organized, this zip pouch will bring a pop of color to your neutral bag.</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Liner: <span data-mce-fragment=""1"">Beige fabric</span>
</li>
<li><span data-mce-fragment=""1"">Gold-tone Hardware</span></li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrypossibilities</em></p>",Unshattered,,Zip Pouch,"amberlee, Color_Multicolor, Color_Red, gift, gold, jillian, patterned, pouch, Price_$0 - $100, Size_Small, small, Style_Zip Pouch, Sustainable Material_Leather Free, zip",false,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'83965757,https://cdn.shopify.com/s/files/1/2608/1584/products/20211124_111214.jpg?v=1645476319,1,,false,,,,,,,,,,,,,,,,,lb,,,,,draft
patricia-zippered-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20211124_111432.jpg?v=1645476319,2,,,,,,,,,,,,,,,,,,,,,,,,
patricia-zippered-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/86E46A3E-8FE3-4972-9734-79BEEFDA8AA6.jpg?v=1646838512,3,,,,,,,,,,,,,,,,,,,,,,,,
martha-wristlet,Martha Wristlet,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Handcrafted from upcycled tan suede, this wristlet is the perfect size to hold your phone, keys, and cards. The detachable leather strap allows the wristlet to hang securely from your wrist while you're running errands in style.</span><br></p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 9.5"" x 4.5""</li>
<li>Liner: Black floral fabric</li>
<li>Detachable leather strap</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted out of upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#carrypossibilities</em></p>",Unshattered,,Wristlet,"Color_Tan, February2022, kaylene, lois, Price_$0 - $100, Size_Small, spring, spring2022, Style_Wristlet, Sustainable Material_Leather, tan, travel, wallet, wristlet",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,79.00,,true,true,'05175613,https://cdn.shopify.com/s/files/1/2608/1584/products/737A3626-4EE4-47D4-BDC0-98690040E31E.jpg?v=1657038257,1,,false,,"Handcrafted from upcycled fabric, your new favorite on-the-go bag has arrived! Featuring fun neon bursts of color, this wristlet is the perfect size for your essentials. The detachable strap allows the wristlet to hang securely from your wrist. Dimensions: 9.5"" x 4.5"" Price: $74",,,,,,,,,,,,,,,lb,,,,,active
martha-wristlet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/8F8FE380-8505-4E55-9337-731895D64B6C.jpg?v=1645475945,2,,,,,,,,,,,,,,,,,,,,,,,,
opal-messenger,Opal Messenger,"<meta charset=""utf-8"">
<p>A supple structure, small messenger with two inner pockets handcrafted from upcycled fabric. Easily access your wallet alongside all your other accessories enclosed inside with a magnetic button flap front. Offering an adjustable shoulder strap this messenger shows that you're a stylishly-practical fashionista.</p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 11"" x 10"" x 2""</li>
<li>Liner: paisley fabric<br>
</li>
<li>Two internal sidewall pockets</li>
<li>Adjustable strap</li>
<li>Gold-tone hardware</li>
<li>Magnetic clasp </li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her fight against addiction.<br></em><em>#carrypossibilities</em></p>",Unshattered,,Messenger,"Color_Gray, Color_Multicolor, crossbody, February2022, lois, Messenger, Price_$100 - $150, shoulder, Size_Medium, soft, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, tiffany, Vegan, winter",false,Title,Default Title,,,,,"",907.18474,shopify,deny,manual,119.00,,true,true,'21693757,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135825.jpg?v=1644508818,1,,false,,,,,,,,,,,,,,,,,lb,,,,,archived
opal-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135952.jpg?v=1644508860,2,,,,,,,,,,,,,,,,,,,,,,,,
opal-messenger,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135800.jpg?v=1644508892,3,,,,,,,,,,,,,,,,,,,,,,,,
jackie-zip-pouch,Jackie Zip Pouch,"<p><span>The Unshattered zip pouch is a practical accessory. Crafted in beige multicolor upcycled fabric, it features a leopard pattern. The spacious style is handcrafted in the Hudson valley and can hold all your essentials. This versatile design can be carried by hand or slipped into a bag.</span></p>
<h4>Details</h4>
<ul>
<li>100% upcycled materials</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Interior: Cream faux suede</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrypossibilities</em></p>",Unshattered,,Zip Pouch,"amberlee, Color_Black, Color_Cream, February2022, gift, lois, neutral, patterned, pouch, Price_$0 - $100, Size_Small, small, Style_Zip Pouch, Sustainable Material_Leather Free, winter, zip",true,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'12412477,https://cdn.shopify.com/s/files/1/2608/1584/products/20220119_101529.jpg?v=1657038457,1,Jackie Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
jackie-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220119_101554.jpg?v=1651013053,2,Interior shot of Jackie Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
alecia-large-zip-pouch,Alecia Large Zip Pouch,"<meta charset=""utf-8"">
<p>This spacious zip pouch made from upcycled premium vinyl is gorgeous enough to carry as a clutch, and useful enough to drop in your everyday bag. </p>
<p>The cream-colored faux leather exterior adds a touch of luxury to the minimalist profile and the graphic interior adds a touch of beauty inside. Handcrafted, wipe-clean, and elegant. 100% of your purchase creates employment and opportunities for women in recovery.<br></p>
<h4>Details</h4>
<ul>
<li>100% upcycled material</li>
<li>Dimensions 11"" x 7.5""</li>
<li>Zip closure</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Embossed dotted designed upcycled fabric</li>
<li>Exterior: Cream premium vinyl</li>
</ul>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, clutch, Color_Cream, February2022, large, neutral, pattern, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, Sustainable Material_Vinyl, sustainablefashion, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'81184573,https://cdn.shopify.com/s/files/1/2608/1584/products/AleciaLargeZipPouch.jpg?v=1652296135,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
alecia-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/AleicaLargeZIpPouch.jpg?v=1652296141,2,,,,,,,,,,,,,,,,,,,,,,,,
alecia-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/AleciaInteriorShot.jpg?v=1652296142,3,,,,,,,,,,,,,,,,,,,,,,,,
tina-large-zip-pouch,Tina Large Zip Pouch,"<meta charset=""utf-8"">
<p>A versatile zip pouch you can as a clutch or tuck it into your bag and keep it organized! When you buy this product you are purchasing sustainably because it is made from 100% upcycled fabric! The mauve velvet exterior is a perfect match to the floral interior thanks to our employee Amberlee's fantastic design!</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions 11"" x 7.5""</li>
<li>Zip closure</li>
<li>Two interior sidewall pockets</li>
<li>Liner: floral upcycled fabric</li>
<li>Exterior: mauve velvet</li>
</ul>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, clutch, Color_Purple, February2022, large, pattern, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, winter2021, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'69683005,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135303.jpg?v=1646948784,1,Image of Tina Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
tina-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135338.jpg?v=1644505916,2,,,,,,,,,,,,,,,,,,,,,,,,
tina-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135301.jpg?v=1644505917,3,,,,,,,,,,,,,,,,,,,,,,,,
molly-large-zip-pouch,Molly Large Zip Pouch,"<meta charset=""utf-8"">
<p>A fun zip pouch you can use as a purse organizer or carry as a clutch to add a pop of color to your outfit. Made from 100% upcycled fabric from manufacturing overages, this fabric has a geometric pattern and the back is a beautiful yellow velvet. This zip pouch is flexible enough to fit into small spaces but spacious enough to carry your tissues, small notebook, pens, chargers, and more!</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions 11"" x 7.5""</li>
<li>Interior: navy upcycled fabric</li>
<li>Zip closure</li>
<li>Two interior sidewall pockets</li>
</ul>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, blue, clutch, Color_Blue, Color_Multicolor, Color_Yellow, February2022, large, pattern, pouch, Price_$0 - $100, Style_Zip Pouch, sustainablefashion, winter2021, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'54052669,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_134603.jpg?v=1646947934,1,Image of Molly Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
molly-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_135038.jpg?v=1644505502,2,,,,,,,,,,,,,,,,,,,,,,,,
molly-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_134949.jpg?v=1644505502,3,,,,,,,,,,,,,,,,,,,,,,,,
molly-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_134921.jpg?v=1644505500,4,,,,,,,,,,,,,,,,,,,,,,,,
mary-large-zip-pouch,Mary Large Zip Pouch,"<meta charset=""utf-8"">
<p>A versatile zip pouch to use as a clutch or a purse organizer. The rustic fabric is colorful and because it is upcycled from leftover manufacturing fabric, it's sustainable too! This zip pouch is the perfect size to be spacious enough to carry your pens, chargers, wireless earbuds, and more, but is still flexible enough to fit in small places. </p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions 11"" x 7.5""</li>
<li>Interior: blue upcycled fabric</li>
<li>Zip closure</li>
<li>Two interior sidewall pockets</li>
</ul>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"blue, clutch, Color_Blue, Color_Multicolor, February2022, jillian, large, lois, pattern, pouch, Price_$0 - $100, Style_Zip Pouch, sustainablefashion, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'35112765,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_134002.jpg?v=1646948077,1,Image of Mary Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
mary-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_134025.jpg?v=1644504710,2,,,,,,,,,,,,,,,,,,,,,,,,
mary-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_133957.jpg?v=1644504709,3,,,,,,,,,,,,,,,,,,,,,,,,
kelsey-tote,Kelsey Tote,"<meta charset=""utf-8"">
<p>This mixed media tote features UltraFabric's bright blue and shimmery gray premium vinyl. The inside is made from repurposed manufacturing scrap with a unique pattern! This tote is the perfect size for stashing all your essentials as you take that last-minute trip to town!</p>
<h3>Details</h3>
<ul>
<li>Dimensions: 15"" x 5"" x 13""</li>
<li>three internal sidewall pockets</li>
<li>fabric liner</li>
<li>black hardware</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. #carrysomethingthatmatters</em></p>",Unshattered,,Tote,"Color_Blue, February2022, jillian, lois, Price_$100 - $150, shoulder, Size_Medium, Style_Tote, Sustainable Material_Vinyl, Tote",true,Title,Default Title,,,,,"",1360.77711,shopify,deny,manual,129.00,,true,true,'86748221,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_090140.jpg?v=1657038842,1,Kelsey Tote,false,,,,,,,,,,,,,,,,,lb,,,,,active
kelsey-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_090152.jpg?v=1657038867,2,back of kelsey tote,,,,,,,,,,,,,,,,,,,,,,,
kelsey-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_090211.jpg?v=1657038909,3,Interior of Kelsey Tote,,,,,,,,,,,,,,,,,,,,,,,
miguel-toiletry-kit,Miguel Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This toiletry kit is handcrafted out of stunning gold textured fabric that is upcycled from manufacturing remnants. Perfect for organizing all your toiletries at home or pop into your suitcase for when you travel! Our toiletries are lined with UltraFabric's wipe-clean, durable vinyl. </span></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Liner: white vinyl</li>
<li>Gold-tone hardware</li>
<li>Dimensions: 11 x 5 x 5</li>
<li>Wipe-clean vinyl interior</li>
<li>Zip closure</li>
<li>White vinyl handle &amp; tab</li>
</ul>
<br>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrysomethingthatmatters</em></div>",Unshattered,,Toiletry Kit,"Color_Yellow, jillian, lois, Price_$0 - $100, Size_Small, Style_Toiletry Kit, Sustainable Material_Vinyl, textured, toiletry, travel",true,Title,Default Title,,,,,togyl003,453.59237,shopify,deny,manual,68.00,,true,true,'48802877,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085724.jpg?v=1643121763,1,Gold textured toiletry kit with a white zipper.,false,,,,,,,,,,,,,,,,,lb,,,,,active
miguel-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085803.jpg?v=1643121775,2,Gold textured toiletry kit unzipped to show white vinyl interior.,,,,,,,,,,,,,,,,,,,,,,,
miguel-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085708.jpg?v=1643121819,3,Gold textured toiletry kit with white zipper and white vinyl side handle.,,,,,,,,,,,,,,,,,,,,,,,
annie-toiletry-kit,Annie Toiletry Kit,"<meta charset=""utf-8"">
<p><span>This denim toiletry kit is perfect for organizing all your essentials at home and is small enough that it can transition easily into your suitcase for when you travel! Easily fits your shave kit, personal hygiene products and is lined with UltraFabric's wipe-clean, durable vinyl. Handcrafted from upcycled denim pinstripe fabric which makes it a sustainable choice product. </span></p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Liner: red vinyl</li>
<li>Gold-tone hardware</li>
<li>Dimensions: 11 x 5 x 5</li>
<li>Wipe-clean vinyl interior</li>
<li>Zip closure</li>
</ul>
<br>
<div style=""text-align: center;""></div>
<div style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction and named in honor of someone who's still fighting. <br>#carrypossibilities</em></div>",Unshattered,,Toiletry Kit,"Color_Blue, Color_Multicolor, Color_Red, jillian, lois, men, Price_$0 - $100, Size_Small, Style_Toiletry Kit, summer2022, Sustainable Material_Vinyl, textured, toiletry, travel",true,Title,Default Title,,,,,tosblrd004,453.59237,shopify,deny,manual,68.00,,true,true,'05389117,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085050.jpg?v=1649254617,1,Blue with red pin stripes Toiletry Kit,false,,,,,,,,,,,,,,,,,lb,,,,,active
annie-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084958.jpg?v=1649254633,2,Annie Toiletry Kit,,,,,,,,,,,,,,,,,,,,,,,
annie-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085516.jpg?v=1649358373,3,Annie Toiletry Interior shot,,,,,,,,,,,,,,,,,,,,,,,
annie-toiletry-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_085004.jpg?v=1649254665,4,Annie Toiletry kit,,,,,,,,,,,,,,,,,,,,,,,
brenda-large-zip-pouch,Brenda Large Zip Pouch,"<meta charset=""utf-8"">
<p>Carry this zip pouch as a clutch or tuck inside your favorite bag! This large zip pouch has a shimmery, light green premium vinyl exterior. </p>
<h4>Details</h4>
<ul>
<li>Dimensions 11"" x 7.5""</li>
<li>Zip closure</li>
<li>Two interior sidewall pockets</li>
<li>Liner: brown upcycled fabric</li>
<li>Exterior: light green premium vinyl</li>
</ul>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, clutch, Color_Green, jillian, large, pattern, pouch, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, Sustainable Material_Vinyl, sustainablefashion, zip",true,Title,Default Title,,,,,"",453.59237,shopify,deny,manual,45.00,,true,true,'62004285,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084604.jpg?v=1657039022,1,Brenda Large Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
brenda-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084729.jpg?v=1657039042,2,Brenda zip pouch Interior shot,,,,,,,,,,,,,,,,,,,,,,,
brenda-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084535.jpg?v=1657039072,3,Brenda Large Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
jetta-zip-pouch,Jetta Zip Pouch,"<p>This zip pouch is handcrafted from upcycled fabric. Fits easily into any bag to keep your small accessories organized. This pouch is beautiful and practical; the perfect accessory for this season!</p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Each of our bags is named in honor of someone who is still fighting their battle against addiction. Carry it in their honor and join us in hoping they find healing just like the women on our team have.<br></em><em> #carrysomethingthatmatters</em></p>",Unshattered,,Zip Pouch,"amberlee, Color_Multicolor, fall, gift, gold, January2022, jillian, patterned, pouch, Price_$0 - $100, Size_Small, small, Style_Zip Pouch, Sustainable Material_Leather Free, zip",true,Title,Default Title,,,,,"",226.796185,shopify,deny,manual,28.00,,true,true,'65068605,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084207.jpg?v=1649273531,1, Jetta Zip Pouch,false,,,,,,,,,,,,,,,,,lb,,,,,active
jetta-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084323.jpg?v=1649273546,2,Interior of Jetta Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
jetta-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220121_084217.jpg?v=1649273557,3,Jetta Zip Pouch,,,,,,,,,,,,,,,,,,,,,,,
laptop-bag-from-formula-e-banner,Laptop Bag From FORMULA E Banner,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Made from upcycled Formula E banner with an interior made out of Ultrafabric's soft faux leather, this laptop bag is durable, beautiful, and practical. The bright red banner paired with black accents shows everyone that you're ready to get to work in style!</span><br></p>
<h4>Details</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 17.5"" x 12"" x 2""</li>
<li>Fits laptops up to 18""</li>
<li>Padded for extra protection</li>
<li>Interior:  Upcycled vegan leather</li>
<li>Exterior: Formula E racing banner</li>
<li>Top zip closure<br>
</li>
<li>Front zippered pocket</li>
<li>Two top handles</li>
<li>Removable, adjustable shoulder strap<br>
</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted from upcycled materials by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! </em><br><em>#carrypossibilities</em><br></p>",Unshattered,,Laptop Bag,"Color_Red, Dad's Best Bet, February2022, Formula E, gray, men, Price_$150 - $200, Size_Medium, Style_Laptop Bag, Sustainable Material_Leather Free, Sustainable Material_Vinyl, travel, vinyl, wipe-clean",true,Title,Default Title,,,,,"",1814.36948,shopify,deny,manual,168.00,,true,true,'35403837,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_133403.jpg?v=1657212023,1,Laptop Formula E Banner Bag,false,,,,,,,,,,,,,,,,,lb,,,,,active
laptop-bag-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_133534.jpg?v=1657212053,2,Laptop Formula E. Banner Bag,,,,,,,,,,,,,,,,,,,,,,,
laptop-bag-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_132156.jpg?v=1649445147,3,Laptop Interior ,,,,,,,,,,,,,,,,,,,,,,,
laptop-bag-from-formula-e-banner,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/20220118_133647.jpg?v=1657212112,4,Laptop Formula E Banner Bag,,,,,,,,,,,,,,,,,,,,,,,
tassel,Tassel,"",Unshattered,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Tassel,"",false,Title,Default Title,,,,,"",5.669904625,,deny,manual,20.00,,true,true,'43145277,,,,false,,,,,,,,,,,,,,,,,oz,,,,,active
